model_id,Project_Identifier,Cell_line,Source,Identifier,Gender,Tissue_type,Cancer_type,Cancer_subtype,Haem_lineage,BROAD_ID,CCLE_ID,ploidy,mutational_burden,msi_status,growth_properties,growth,size,media,replicates_correlation,number_of_proteins,EMT,Proteasome,TranslationInitiation,CopyNumberInstability,GeneExpressionCorrelation,CopyNumberAttenuation,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15
SIDM00980,SIDM00980;23132-87,23132-87,DSMZ,CVCL_1046,Male,Stomach,Gastric Carcinoma,Gastric adenocarcinoma,,ACH-000948,2313287_STOMACH,2.026137951,60.83333333,MSI,Adherent,0.429938691,13.8,R,0.927669353,5286,0.299775274,0.586079066,0.531525255,0.064949242,0.429571096,0.028976064,2.807134217,1.532297401,0.039282988,3.60536378,-1.374732174,-0.367611373,-0.704732212,4.732192338,1.884739146,1.974147822,-0.59323056,0.536636553,-0.87744919,-1.858554074,0.091941412
SIDM00354,SIDM00354;RERF-LC-Sq1,RERF-LC-Sq1,JCRB,CVCL_1656,Female,Lung,Non-Small Cell Lung Carcinoma,Squamous Cell Lung Carcinoma,,ACH-000442,RERFLCSQ1_LUNG,2.891780786,9.933333333,MSS,Unknown,0.668464054,14.8,R,0.917477101,5383,0.268971996,0.533412462,0.544897889,0.515082934,0.356499834,0.061113608,-1.312018657,-2.131589269,0.118694156,-0.304919521,-0.117151235,1.49510198,0.455594347,-0.030852134,-0.545049051,-0.020245054,-0.303547472,-0.476226525,0.3718149,0.837336934,-0.046825003
SIDM00399,SIDM00399;SCC90,SCC90,DSMZ,CVCL_1899,Male,Head and Neck,Head and Neck Carcinoma,Tongue squamous cell carcinoma,,ACH-002315,SCC90_UPPER_AERODIGESTIVE_TRACT,3.291999149,7.9,,Adherent,-0.014589361,17.3,R,0.932262439,5074,0.344704032,0.496086194,0.484313995,,,,1.048572523,1.450798402,0.901725129,1.46909439,-0.995180856,-0.177507671,-0.277124604,-3.484427061,-1.538966303,0.39674956,-0.606684078,0.322430306,2.17673941,0.37964853,-0.146644084
SIDM00992,SIDM00992;B-CPAP,B-CPAP,DSMZ,CVCL_0153,Female,Thyroid,Thyroid Gland Carcinoma,Poorly differentiated thyroid gland carcinoma,,ACH-000456,BCPAP_THYROID,2.966329712,7.966666667,MSS,Adherent,0.972799017,16.3,R,0.932818695,5300,0.337849569,0.618480712,0.520568375,,,,-1.03904424,-2.071740811,-1.764908008,-1.797260821,0.21367601,-1.244039112,-0.238744532,4.255756821,0.936375835,-0.09213973,-0.588351809,-0.555685494,0.157210122,0.042732407,-1.183583446
SIDM00099,SIDM00099;NCI-H2722,NCI-H2722,NCI-Navy Medical Oncology Branch,CVCL_U994,Male,Lung,Mesothelioma,Malignant Pleural Mesothelioma,,ACH-002128,H2722_PLEURA,3.639394543,4.8,MSS,Unknown,0.274663198,19.3,R,0.923285463,4839,0.351792558,0.549849248,0.482392888,0.327213423,0.396362318,0.047703062,-1.314964012,-1.901140885,-0.685977728,0.836668423,-0.105361774,1.273095408,-0.362392121,-3.377805401,1.17509805,0.661290599,-0.250603296,-1.371786071,0.061680977,0.521754886,-0.285792323
SIDM01174,SIDM01174;SW756,SW756,ATCC,CVCL_1727,Female,Cervix,Cervical Carcinoma,Human Papilloma Virus-Related Cervical Squamous Cell Carcinoma,,ACH-001402,SW756_CERVIX,3.731277993,23.6,MSS,Adherent,0.415960969,15.4,D/F12,0.918572727,5487,0.371422172,0.622851525,0.547308837,0.62889053,0.494487411,-0.015613472,0.301551238,-1.013887943,-1.047912534,2.397384534,-1.092970148,0.681018843,-0.286887142,-1.627828646,-2.119461575,-0.87186916,-0.685548004,-0.739565765,0.388663855,0.324736242,0.159954654
SIDM00114,SIDM00114;NCI-H513,NCI-H513,NCI-Navy Medical Oncology Branch,CVCL_A570,Male,Lung,Non-Small Cell Lung Carcinoma,Adenosquamous lung carcinoma,,ACH-002335,NCIH513_PLEURA,2.928087382,62.5,MSS,Unknown,0.671882109,15.8,R,0.920296831,5258,0.388940681,0.649960659,0.551477306,0.531536561,0.425737191,0.061732995,2.347900162,0.213672576,0.145857487,-2.968838058,0.045176796,0.92725835,-0.154735196,-3.503573252,0.755138927,1.121642599,0.019552495,-0.550609591,0.883112461,-1.419213693,-0.187329254
SIDM00621,SIDM00621;EW-13,EW-13,IARC,CVCL_1211,Male,Bone,Ewing's Sarcoma,,,ACH-002113,EW13_BONE,1.90776299,6.733333333,MSS,Unknown,0.176361567,13.9,R,0.919065936,5590,0.346047798,0.676535504,0.532924372,0.211790983,0.448344195,0.068569832,-2.961711985,1.971556017,-1.033258189,-3.684652751,-4.053639317,-1.252334309,-1.396939581,0.042967719,0.841419386,1.203088221,-0.077281338,-0.123997449,0.295175638,0.571501331,-0.027709735
SIDM00243,SIDM00243;NEC8,NEC8,RIKEN,CVCL_1604,Male,Testis,Other Solid Carcinomas,Testicular embryonal carcinoma,,ACH-002288,NEC8_TESTIS,2.992899849,12.23333333,MSS,Unknown,0.28657312,16.2,R,0.912634101,5411,0.297507508,0.577071523,0.585761646,,,,-0.033524805,0.572264164,0.18972564,-4.298923266,-0.161574768,-2.286374398,0.649970898,-1.014812615,-2.129618272,-42.41253071,2.829293152,-1.488148349,-0.063275413,-0.717624676,3.409337438
SIDM00974,SIDM00974;WM35,WM35,ATCC,CVCL_0580,Female,Skin,Melanoma,,,ACH-002207,WM35_SKIN,2.871932529,9.433333333,MSS,Adherent,0.688322575,16.8,R,0.931639681,5671,0.417300032,0.653895874,0.553616722,0.640853178,0.503548094,0.032977213,-1.753825796,-1.050527854,1.336874728,0.568263364,-0.131545754,-0.146466625,-0.653214748,-1.53908507,0.235721767,-0.518896792,0.697169619,5.183291436,-0.499912298,-1.136480012,0.16051006
SIDM00350,SIDM00350;SAT,SAT,JCRB,CVCL_3160,Unknown,Head and Neck,Head and Neck Carcinoma,Head and Neck Squamous Cell Carcinoma,,ACH-001641,SAT_UPPER_AERODIGESTIVE_TRACT,3.104376113,10.16666667,MSS,Unknown,0.392857869,15.9,R,0.926094228,5523,0.413686149,0.583430924,0.508379601,0.645489508,0.478600627,0.07973992,2.645453235,-0.488609094,0.578426704,1.065336914,0.210564043,-1.980632665,0.426199891,0.782857331,-1.015887025,0.289485972,0.556765019,0.508490329,1.976302354,1.049299617,0.129720948
SIDM00104,SIDM00104;NCI-H2369,NCI-H2369,NCI-Navy Medical Oncology Branch,CVCL_A532,Male,Lung,Mesothelioma,Malignant Pleural Mesothelioma,,,,3.57330134,5.566666667,MSS,Unknown,0.499314118,17.9,R,0.903529688,5768,0.347463899,0.668883927,0.579078686,0.516791362,0.454604371,0.042058414,-0.319676903,-2.38294951,-1.177491063,-3.512685584,-0.559545778,0.199508968,0.473423765,-1.046268198,2.666740497,1.004810163,-1.179670946,-0.776330374,-0.077350491,-0.758841234,-0.568099337
SIDM00796,SIDM00796;A253,A253,ATCC,CVCL_1060,Male,Head and Neck,Head and Neck Carcinoma,Salivary gland squamous cell carcinoma,,ACH-000740,A253_SALIVARY_GLAND,2.770921796,11.43333333,MSS,Adherent,0.924802353,15.7,D/F12,0.92663678,5305,0.3356736,0.556471906,0.515330279,0.573517875,0.508332784,0.0319558,2.048455563,-0.764308978,-0.46383697,1.037157556,-0.147624467,-2.051147512,1.090955558,-2.624682653,-1.753498571,-0.772226829,-0.198806914,0.314487603,2.568734941,-0.167123527,-0.082371301
SIDM00942,SIDM00942;CAL-33,CAL-33,DSMZ,CVCL_1108,Male,Head and Neck,Head and Neck Carcinoma,Tongue Squamous Cell Carcinoma,,ACH-000518,CAL33_UPPER_AERODIGESTIVE_TRACT,2.088865963,8.633333333,MSS,Adherent,0.842684764,14.5,D/F12,0.899663077,5568,0.295698532,0.667031286,0.584166561,0.230895258,0.439478378,0.037252248,2.526361345,-0.979268124,-0.68283969,0.649164761,0.109286319,-0.491717452,0.20612766,-0.537343166,-0.277744605,1.34472E-05,0.36436991,0.733209156,2.338299755,1.304779367,-0.69641875
SIDM01076,SIDM01076;697,697,DSMZ,CVCL_0079,Male,Haematopoietic and Lymphoid,B-Lymphoblastic Leukemia,Childhood B acute lymphoblastic leukemia,B lymphoid,ACH-000070,697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.98303841,5.666666667,MSS,Suspension,1.533038023,11.3,R,0.907643184,5421,0.305420693,0.666884729,0.60399617,0.063049615,0.522211132,0.013917858,-0.724616522,0.353212219,-1.51013814,1.333326115,0.064004153,-0.262369348,-0.859415143,-0.82960259,-1.208351892,-0.099861237,1.643133231,-0.047945163,-0.091553599,1.778900153,0.23410758
SIDM00300,SIDM00300;LC-1-sq,LC-1-sq,RIKEN,CVCL_3008,Male,Lung,Non-Small Cell Lung Carcinoma,Squamous Cell Lung Carcinoma,,ACH-002156,LC1SQ_LUNG,2.351208534,15.26666667,MSS,Adherent,0.210654363,18.1,R,0.901374131,5142,0.341933397,0.590715541,0.550995484,0.418192889,0.50245733,0.065811186,0.61265775,1.05215538,3.087025366,2.484430669,-0.633715298,-0.897912658,1.257812887,-3.466066428,0.042037386,0.512634378,-0.136322258,0.226803881,1.642952377,1.144788186,0.219150586
SIDM01047,SIDM01047;EM-2,EM-2,DSMZ,CVCL_1196,Female,Haematopoietic and Lymphoid,Chronic Myelogenous Leukemia,,Myeloid,ACH-000295,EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,3.416845222,7.033333333,MSS,Suspension,0.720590166,15,R,0.882930535,4407,0.333376513,0.637932813,0.574741957,0.630636365,0.469032941,0.084466126,0.393445433,-0.336429188,0.310469828,-0.948691401,0.912357889,-0.340272042,-2.60590544,-3.539856655,-0.00780187,-0.122892927,-2.516059744,0.270192524,-0.693371973,0.105143795,0.203075746
SIDM00321,SIDM00321;TYK-nu,TYK-nu,JCRB,CVCL_1776,Female,Ovary,Ovarian Carcinoma,High grade ovarian serous adenocarcinoma,,ACH-000430,TYKNU_OVARY,2.356100422,10.2,MSS,Unknown,1.006224043,16.4,D/F12,0.908484573,5382,0.392165318,0.597419569,0.531614784,0.355374847,0.46773501,0.021458619,-0.907547695,-1.141156487,-1.050563196,5.3919175,-0.003372177,-1.834191971,-0.205513845,0.879941485,0.470158117,-0.291760495,-0.547265263,-0.287861381,-0.425103428,-2.128152014,0.690350016
SIDM00550,SIDM00550;KYSE-50,KYSE-50,JCRB,CVCL_1360,Male,Esophagus,Esophageal Carcinoma,Esophageal Squamous Cell Carcinoma,,ACH-002264,KYSE50_OESOPHAGUS,3.361218138,12.33333333,MSS,Unknown,0.678875541,16.1,D/F12,0.919439745,5249,0.427145775,0.575657863,0.548820543,0.652038694,0.437270857,0.121558569,1.408646625,0.79435633,0.871509341,2.310650811,-0.48187921,-1.851397839,0.623488826,-2.800077068,-1.146284878,0.419769943,1.076312992,0.309500238,1.672815368,0.499583583,-0.22437239
SIDM00427,SIDM00427;RH-1,RH-1,DSMZ,CVCL_1658,Male,Bone,Ewing's Sarcoma,,,ACH-002194,RH1_BONE,2.982924862,7.3,MSS,Adherent,1.061550741,14.6,R,0.916804026,5461,0.334649402,0.621910937,0.593333044,0.434833796,0.470676769,0.028170024,-2.42572089,0.661188591,0.234964519,0.323550824,-3.45930733,-2.777227959,-1.042181387,-1.076855519,1.020688366,0.781795434,0.776097466,-0.658744649,0.037785638,0.561915221,-0.200184386
SIDM01004,SIDM01004;KCL-22,KCL-22,DSMZ,CVCL_2091,Female,Haematopoietic and Lymphoid,Chronic Myelogenous Leukemia,,Myeloid,ACH-000983,KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.173638925,63.93333333,MSI,Suspension,1.354768245,13.4,R,0.920078593,5301,0.316180216,0.607557679,0.57970053,0.21214977,0.483162504,0.005065761,-0.200089597,-0.775213732,0.601386803,-1.456545565,0.440668491,-0.272502071,-2.14868849,-0.499455082,-0.576754045,-1.35188169,-2.401164052,-0.266716027,-0.252158118,0.429468786,-0.120227489
SIDM00867,SIDM00867;DBTRG-05MG,DBTRG-05MG,ATCC,CVCL_1169,Female,Central Nervous System,Glioblastoma,,,ACH-000863,DBTRG05MG_CENTRAL_NERVOUS_SYSTEM,3.750016608,12.33333333,MSS,Adherent,0.360459691,19.2,R,0.918021157,5281,0.405116756,0.567709727,0.522408893,0.660993972,0.493175597,0.028775087,-1.707028078,-2.049747599,-1.065330451,-1.202992571,-0.530848754,2.148863731,-0.01568673,0.947871817,0.863311871,0.142305947,0.282384211,0.356791316,-0.483212102,0.41263659,-0.084757746
SIDM00599,SIDM00599;HuO9,HuO9,JCRB,CVCL_1298,Female,Bone,Osteosarcoma,,,ACH-001526,HUO9_BONE,3.081906707,7.966666667,MSS,Adherent,0.501619346,15.4,R,0.902444161,5072,0.376223549,0.664021254,0.50321992,0.66044238,0.475943722,0.089023592,-1.634020474,-0.099598055,0.677028192,-3.088748203,-0.963095303,0.679547229,-0.886728915,4.522639536,-0.530010029,-0.455668363,-1.008630195,0.078029021,0.925031824,-1.181138951,0.294225076
SIDM01170,SIDM01170;TOV-112D,TOV-112D,ATCC,CVCL_3612,Female,Ovary,Ovarian Carcinoma,Ovarian endometrioid adenocarcinoma,,ACH-000048,TOV112D_OVARY,2.346427732,3.066666667,MSS,Adherent,1.28510767,16.3,D/F12,0.89452134,5244,0.352885016,0.614504406,0.567295132,0.411257524,0.498413796,0.074267293,-2.873688868,1.20510669,1.213986488,-0.651338833,-0.424919187,-2.681878095,-0.94308609,-1.771482139,-0.047243834,0.613397744,0.822599374,-1.925744937,-0.307437551,0.020077108,0.116039744
SIDM01179,SIDM01179;VA-ES-BJ,VA-ES-BJ,ATCC,CVCL_1785,Male,Soft Tissue,Other Sarcomas,Epithelioid Sarcoma,,ACH-001702,VAESBJ_SOFT_TISSUE,2.738701037,3.733333333,MSS,Adherent,1.378703344,17.8,D/F12,0.902112392,5466,0.342539957,0.574790948,0.571404352,0.510967647,0.448379365,0.021769916,-0.934863177,-1.257342523,0.372102346,-2.785994983,0.361748208,0.139585425,0.266182421,-1.363307962,0.872102732,0.889461316,0.797210248,-1.800140278,-2.077525996,0.406331595,-0.536490076
SIDM00828,SIDM00828;HT-1080,HT-1080,ATCC,CVCL_0317,Male,Soft Tissue,Other Sarcomas,Fibrosarcoma,,ACH-000054,HT1080_SOFT_TISSUE,1.985572056,4.7,MSS,Adherent,0.608385946,14.3,D/F12,0.920502341,5092,0.421366662,0.597241595,0.560196301,0.029329526,0.537464186,0.028139032,-1.609039606,-1.747348453,-0.024493439,2.376162402,-0.125176346,-0.925165004,-0.04732852,2.718323924,0.665796397,-0.412458456,-0.859202745,0.781544983,0.367481292,0.772285739,0.52433316
SIDM00716,SIDM00716;NCI-H2170,NCI-H2170,ATCC,CVCL_1535,Male,Lung,Non-Small Cell Lung Carcinoma,Squamous Cell Lung Carcinoma,,ACH-000481,NCIH2170_LUNG,5.473141565,8.466666667,MSS,Adherent,0.83845359,15.8,R,0.914139373,5481,0.323826255,0.560395661,0.526902766,0.658507114,0.474449631,0.027182434,1.787098859,1.261202511,-0.055622923,-2.767017059,-0.260618557,-0.19090252,0.315882761,-0.009689334,0.75652743,-0.194045769,-0.402325756,0.513609149,-0.067581793,0.276435464,0.479707568
SIDM00097,SIDM00097;T47D,T47D,NCI,CVCL_0553,Female,Breast,Breast Carcinoma,Invasive Ductal Carcinoma of No Special Type,,ACH-000147,T47D_BREAST,2.776570668,5.333333333,MSS,Adherent,0.604622861,15.3,R,0.909798561,5313,0.243281859,0.582030122,0.543700677,0.756998965,0.398104224,0.069698721,0.901499448,1.807183995,1.109650585,-0.156661977,-0.030523325,1.967297455,-1.20055601,0.790263319,0.466678354,-0.112054999,1.382036565,-1.361606484,2.18346473,-2.290740591,-0.177406242
SIDM00577,SIDM00577;NH-12,NH-12,JCRB,CVCL_1605,Male,Peripheral Nervous System,Neuroblastoma,,,ACH-001603,NH12_AUTONOMIC_GANGLIA,1.975333318,9.4,MSS,Unknown,0.439567676,13.4,D/F12,0.912405984,5242,0.279189788,0.533377867,0.502707253,0.091305041,0.412777673,0.088671022,-2.735503262,1.791003577,-1.196589648,-3.473644539,6.240662821,-0.395569703,-0.749053289,0.019060682,0.387393334,0.698568651,0.189415982,-0.142454754,-0.39936763,1.730567465,0.001240013
SIDM00148,SIDM00148;MCF7,MCF7,NCI,CVCL_0031,Female,Breast,Breast Carcinoma,Invasive Ductal Carcinoma of No Special Type,,ACH-000019,MCF7_BREAST,2.974326926,10.86666667,MSS,Adherent,0.819629188,16.4,D/F12,0.902308342,4745,0.361832405,0.368649502,0.519749337,0.570461689,0.433817952,0.051246641,1.320676116,2.075112704,1.506180101,1.518439902,0.020606083,1.130345302,-0.970120511,-2.084956596,0.877729625,-0.055268618,1.205836025,-0.789186028,1.904422505,-1.15908913,0.035637236
SIDM00125,SIDM00125;786-0,786-0,NCI,CVCL_1051,Male,Kidney,Kidney Carcinoma,,,ACH-000649,786O_KIDNEY,3.817733209,7.1,MSS,Adherent,1.147981359,17.2,R,0.90571884,5248,0.385046931,0.626462349,0.566583613,0.255518913,0.446783703,0.014757168,-0.498875089,-2.293408652,-0.275178335,2.637679387,-0.170067266,0.908653626,0.779150227,2.505869848,0.24940632,-0.369587196,-0.725006199,-1.014114554,-1.383973127,1.34997524,0.764923726
SIDM01048,SIDM01048;EJM,EJM,DSMZ,CVCL_2030,Female,Haematopoietic and Lymphoid,Plasma Cell Myeloma,,B lymphoid,ACH-000821,EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.939033512,16.03333333,MSS,Unknown,0.545168401,13.6,D/F12,0.907173372,4921,0.336642858,0.617699859,0.549486988,0.633639204,0.417991892,0.049783271,0.769961642,-0.127529832,1.630505966,-7.247356059,1.050802746,1.5942657,1.526933383,7.356180503,-0.284067433,-0.010335542,0.013269353,-0.43265929,0.392612099,-2.05269028,-0.078392042
SIDM00855,SIDM00855;G-402,G-402,ATCC,CVCL_1221,Female,Soft Tissue,Other Sarcomas,Epithelioid Cell Type Gastrointestinal Stromal Tumor,,ACH-000375,G402_SOFT_TISSUE,2.046391472,6.433333333,MSS,Adherent,1.077238056,16.4,R,0.91304159,4736,0.388301453,0.618133108,0.538398287,0.047073445,0.441554469,0.035839939,-2.207786217,0.24343695,1.527755991,1.707313059,0.191856042,-1.208349159,-1.14432712,-0.874124364,0.102044849,-0.026336988,-0.086761691,-2.111043798,-0.32725655,-2.080947725,0.267633769
SIDM01031,SIDM01031;KYSE-150,KYSE-150,DSMZ,CVCL_1348,Female,Esophagus,Esophageal Carcinoma,Esophageal Squamous Cell Carcinoma,,ACH-000855,KYSE150_OESOPHAGUS,2.847210243,21.73333333,MSS,Adherent,1.692310472,14.9,R,0.91822868,5946,0.333599823,0.521757795,0.587951711,0.353360615,0.437888582,0.054054665,1.948881791,-0.601824791,-0.175774866,6.297397556,0.043498156,-1.938016169,0.318858396,0.081608144,-0.086262329,-0.210500205,-0.102812721,-0.180593016,1.898837922,-0.526843381,-0.062438592
SIDM00267,SIDM00267;TGBC24TKB,TGBC24TKB,RIKEN,CVCL_1770,Female,Biliary Tract,Biliary Tract Carcinoma,Gallbladder carcinoma,,ACH-002312,TGBC24TKB_BILIARY_TRACT,2.525318813,11.7,MSS,Adherent,0.819483618,15.2,D/F12,0.912324393,5109,0.272802305,0.626075321,0.532576243,0.489427044,0.497425281,0.055137306,2.797470723,0.806116195,0.02311531,0.268328571,-0.054691044,-0.271812552,0.01871512,-1.449187127,0.82342147,-0.180138086,0.271225402,-0.309810087,-1.147030168,0.175448888,0.213898235
SIDM00759,SIDM00759;NCI-H1975,NCI-H1975,ATCC,CVCL_1511,Female,Lung,Non-Small Cell Lung Carcinoma,Lung Adenocarcinoma,,ACH-000587,NCIH1975_LUNG,2.829888661,8.266666667,MSS,Adherent,1.029769547,17.4,R,0.886308577,5313,0.385590991,0.527259717,0.58338139,0.623445258,0.477610604,0.031176344,1.022561854,-1.221788145,-1.096247638,1.47461095,0.023769751,0.136597913,0.165416507,-1.798967965,0.09605603,-0.263954188,-0.634401511,-0.625194339,0.337324077,-1.476552508,0.176043767
SIDM00422,SIDM00422;SUP-HD1,SUP-HD1,DSMZ,CVCL_2208,Male,Haematopoietic and Lymphoid,Hodgkin's Lymphoma,,B lymphoid,ACH-001203,SUPHD1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.974498127,47.63333333,MSS,Suspension,0.412564227,14.4,R,0.891698601,5058,0.418541866,0.599303927,0.544048742,0.301368727,0.428081091,0.075417881,-0.000277297,-0.322663849,0.456248602,2.535124408,1.45414074,0.352918663,1.483663489,-1.823477649,0.058446309,-0.293421305,-1.339813364,-0.437804615,0.703160684,-2.690706508,-0.240648225
SIDM00421,SIDM00421;SUP-M2,SUP-M2,DSMZ,CVCL_2209,Female,Haematopoietic and Lymphoid,T-Cell Non-Hodgkin's Lymphoma,Anaplastic Large Cell Lymphoma,T lymphoid,ACH-000226,SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.186875473,5.866666667,MSS,Suspension,1.129692136,15,R,0.898996672,5276,0.407033806,0.621004527,0.562720729,0.14356135,0.449775377,0.0135776,0.148250602,-1.004802709,0.438609261,2.44545678,0.285941256,0.009600577,0.808776875,1.055630888,0.421583882,-0.476397859,-2.64000598,-0.356387552,0.585061746,-0.786753197,-0.432495926
SIDM00216,SIDM00216;SNU-175,SNU-175,KCLB,CVCL_5031,Female,Large Intestine,Colorectal Carcinoma,Colon adenocarcinoma,,ACH-000989,SNU175_LARGE_INTESTINE,2.025739987,161.3333333,MSI,Suspension,1.202767246,13.5,R,0.900219192,4813,0.396317745,0.634506257,0.569352609,0.048820769,0.4782393,0.024798424,1.816119005,2.041078921,-0.305518598,-0.834644346,-1.3144092,-0.012792545,-0.823137975,1.315357418,1.534692542,0.427603775,-0.208772437,0.332492763,-1.599160099,-0.95557332,0.21721487
SIDM01034,SIDM01034;KOPN-8,KOPN-8,DSMZ,CVCL_1866,Female,Haematopoietic and Lymphoid,B-Lymphoblastic Leukemia,Childhood B acute lymphoblastic leukemia,B lymphoid,ACH-001106,KOPN8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.976297755,9.633333333,MSS,Suspension,1.045809367,10.5,R,0.906262247,5244,0.480217609,0.664748255,0.556123066,,,,-0.206776993,-0.184471338,-1.574145613,0.427271532,-0.660349819,0.600071454,-1.129644325,-1.244987953,-1.478236045,-2.574859045,2.534828072,0.156016122,-0.253335933,1.567885554,0.070728924
SIDM00451,SIDM00451;PF-382,PF-382,DSMZ,CVCL_1641,Female,Haematopoietic and Lymphoid,T-Lymphoblastic Leukemia,Childhood T acute lymphoblastic leukemia,T lymphoid,ACH-000937,PF382_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,3.915856855,49.63333333,MSS,Suspension,0.975856741,11.5,R,0.897877426,5093,0.5193065,0.625935437,0.555665494,0.040642289,0.396468451,0.016757293,-0.604533217,0.771393338,-0.564779352,-1.238173099,-1.214880753,0.546295389,-1.128584935,-2.800646887,-3.303932437,0.438215317,-0.982544021,-0.159128618,-0.358714513,1.068071221,-0.60608553
SIDM00847,SIDM00847;RD,RD,ATCC,CVCL_1649,Female,Soft Tissue,Rhabdomyosarcoma,Embryonal rhabdomyosarcoma,,ACH-000169,RD_SOFT_TISSUE,2.167211752,7.2,MSS,Adherent,0.895535192,15.3,D/F12,0.908769774,5261,0.338325242,0.582577438,0.565499417,0.324037491,0.447041485,0.040742691,-2.572068702,-0.452936646,-0.983976937,0.861027768,0.245131215,-0.048834694,-0.670779156,-1.065355988,-0.98175235,0.145624523,0.180305392,-0.192228896,-0.309819457,1.385678247,0.053130681
SIDM00929,SIDM00929;CAL-78,CAL-78,DSMZ,CVCL_1809,Male,Bone,Chondrosarcoma,,,ACH-000516,CAL78_BONE,3.424897378,8.3,MSS,Adherent,0.342538143,16.8,R,0.889598637,4407,0.424929516,0.424721524,0.509102345,0.615818128,0.454321369,0.023601704,-1.790422747,-1.82396164,-0.337188386,-1.862991085,-1.02228283,1.889501232,-0.180567259,4.854196987,-0.603890606,-0.419948406,-1.016477231,-0.432129747,0.57485475,0.443841781,0.236253601
SIDM00426,SIDM00426;RH-41,RH-41,DSMZ,CVCL_2176,Female,Soft Tissue,Rhabdomyosarcoma,Alveolar rhabdomyosarcoma,,ACH-000100,RH41_SOFT_TISSUE,3.134496817,5.233333333,MSS,Adherent,0.874278563,13.3,R,0.918784752,5372,0.338305859,0.679795282,0.540615659,0.496462201,0.468466269,0.088409677,-3.43882475,1.280667918,-0.223099396,2.732169664,-0.135662037,-0.948202365,-0.734091143,-1.05768438,-1.590842994,0.177199839,1.17289794,0.449775752,0.218959347,1.863173865,0.070305425
SIDM00651,SIDM00651;NCI-H1155,NCI-H1155,ATCC,CVCL_1456,Male,Lung,Non-Small Cell Lung Carcinoma,Lung large cell carcinoma,,ACH-000980,NCIH1155_LUNG,2.05543019,56.23333333,MSS,Suspension,1.047133304,14.4,D/F12,0.929179287,5644,0.380411576,0.590506553,0.588937712,0.101315367,0.453669628,0.027977853,-2.506842187,2.151968623,-0.468873442,-1.354337171,-0.16019773,0.32504917,1.538443695,-0.995150384,-0.730487193,-0.31361074,-0.583682108,-0.012760535,-0.038099076,-0.940689859,0.163358211
SIDM00907,SIDM00907;CA46,CA46,ATCC,CVCL_1101,Male,Haematopoietic and Lymphoid,Burkitt's Lymphoma,,B lymphoid,ACH-000440,CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.013405939,9.833333333,MSS,Suspension,0.990644472,10.8,R,0.917584516,5148,0.471562638,0.613491838,0.582629252,0.125779265,0.369794821,0.054417202,-0.408120057,0.932188773,-1.36466465,3.322762679,-0.6252021,-0.191833651,1.925980231,-0.69563181,0.848968368,2.478593269,2.499286016,-0.132042215,0.354745582,-0.397992634,-0.338244001
SIDM00327,SIDM00327;L-428,L-428,DSMZ,CVCL_1361,Female,Haematopoietic and Lymphoid,Hodgkin's Lymphoma,,B lymphoid,ACH-000754,L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.377803763,16.36666667,MSS,Suspension,1.215992011,15.6,R,0.923304923,5214,0.335137208,0.610725925,0.562259853,0.440082493,0.499768241,0.030447057,-0.102907064,-0.300753802,0.684221491,2.403710483,-0.141988875,-0.145400229,1.865946023,-1.481424403,0.623301132,-0.067291607,0.029778625,-0.151281113,0.296348417,-1.999819935,0.328754708
SIDM00749,SIDM00749;NCI-H1573,NCI-H1573,ATCC,CVCL_1478,Female,Lung,Non-Small Cell Lung Carcinoma,Lung Adenocarcinoma,,ACH-000916,NCIH1573_LUNG,1.661882845,44.3,MSS,Adherent,0.309212941,14.6,D/F12,0.927988826,4707,0.194820455,0.369669108,0.509934642,0.34375177,0.339219638,0.064935063,1.176034096,0.897979563,1.707050824,-2.222474835,0.405596096,0.283713323,0.903005938,0.50807666,0.596083271,0.486299181,-0.396566462,-0.148189285,0.246816513,-1.79082384,-0.623578658
SIDM00586,SIDM00586;huH-1,huH-1,JCRB,CVCL_2956,Male,Liver,Hepatocellular Carcinoma,,,ACH-000475,HUH1_LIVER,2.960436159,12.6,MSS,Unknown,0.886992021,11.3,D/F12,0.916711864,4558,0.275785302,0.484253538,0.493064168,0.505960482,0.476196917,0.065272744,0.57778898,0.149987851,2.573361138,-1.763134136,-0.099527409,-0.717904363,0.280386377,5.015075399,1.073221615,0.066820297,0.566794398,-1.153554949,-1.765217032,-0.185806896,0.265615234
